status pozyczki,rodzaj Ÿród³a dochodu,miesieczny dochod netto,ktore rolowanie,kwota kredytu,wiek,p³eæ,okres w jakim pobiera³ dochód,okres w jakim bêdzie pobiera³ dochód,opóŸnienie sp³aty
odmowa,11,2700,0,1000,43,mê¿czyzna,144,48,0
splacona_cz,16,892,1,500,65,kobieta,199,48,0
splacona,11,1360,3,200,46,mê¿czyzna,118,48,0
splacona_cz,12,1050,1,295.97,52,kobieta,32,4,0
splacona_cz,12,1200,2,300,35,kobieta,7,7,0
splacona,13,1210,1,300,65,kobieta,136,48,26
splacona_cz,11,3200,2,700,52,mê¿czyzna,187,48,0
splacona_cz,16,1045.6,3,450,54,kobieta,10,48,0
splacona_cz,13,1350,1,300,65,kobieta,109,48,3
windykacja,11,1800,2,600,48,mê¿czyzna,124,48,4959
odmowa,12,1200,0,300,35,kobieta,0,24,0
splacona,11,2249.14,2,500,57,kobieta,239,48,18
splacona,13,785,2,200,72,kobieta,62,48,0
splacona_cz,13,1688.82,1,300,46,mê¿czyzna,97,48,2
splacona,11,1400,0,300,23,mê¿czyzna,23,48,0
splacona_cz,11,4000,3,400,53,mê¿czyzna,8,48,1
splacona,12,1037.34,1,300,30,mê¿czyzna,18,6,0
splacona_cz,99,750,2,300,19,mê¿czyzna,2,3,0
splacona_cz,13,611,1,300,57,kobieta,137,48,1
splacona_cz,13,2098,2,700,75,mê¿czyzna,195,48,0
odmowa,11,1585,0,500,22,mê¿czyzna,2,48,0
splacona_cz,13,1700,2,500,72,mê¿czyzna,12,48,2
windykacja,13,940,2,300,69,mê¿czyzna,51,48,4959
splacona_cz,11,1700,2,500,51,kobieta,304,48,4
odmowa,12,1600,0,800,30,kobieta,72,41,0
splacona_cz,11,1842.86,1,400,56,mê¿czyzna,6,48,0
splacona_cz,13,3900,3,300,49,mê¿czyzna,28,48,0
odmowa,16,461.6,0,200,58,mê¿czyzna,378,48,0
splacona_cz,11,2470,3,426.61,49,kobieta,352,48,0
splacona_cz,11,1320,2,500,53,mê¿czyzna,340,48,0
splacona_cz,11,1239.05,0,400,39,kobieta,202,48,7
splacona,13,1261.6,2,400,64,mê¿czyzna,51,48,368
splacona,12,3000,0,700,37,mê¿czyzna,6,4,34
splacona,13,1240,3,300,58,kobieta,68,48,0
splacona_cz,13,936,0,500,60,kobieta,29,48,0
splacona_cz,13,1026,3,200,74,kobieta,245,48,0
splacona_cz,12,1952.35,2,400,44,mê¿czyzna,2,9,0
splacona_cz,11,1400,3,300,43,kobieta,23,48,4
splacona_cz,13,2612,1,1800,72,mê¿czyzna,80,48,0
splacona_cz,13,1170,1,400,61,kobieta,76,48,0
splacona_cz,11,1077.49,2,300,48,kobieta,370,48,0
odmowa,12,2187.11,0,600,27,mê¿czyzna,30,5,0
splacona_cz,11,2927,1,496.61,38,kobieta,199,48,0
splacona_cz,12,2500,1,800,57,mê¿czyzna,3,0,1
splacona_cz,17,985,3,200,20,mê¿czyzna,11,0,0
splacona_cz,11,2258,3,1000,42,mê¿czyzna,73,48,0
splacona_cz,13,1090.14,2,400,61,kobieta,73,48,0
splacona_cz,11,1680,3,649.84,57,kobieta,68,48,0
splacona_cz,11,1700,3,238.78,53,kobieta,203,48,0
splacona_cz,13,1072,3,500,69,kobieta,151,48,5
splacona_cz,13,729.03,3,300,70,kobieta,255,48,0
odmowa,16,1124,0,500,69,kobieta,135,48,0
splacona_cz,16,1389,2,200,63,kobieta,89,48,0
splacona_cz,13,1291.18,3,381.29,70,kobieta,77,48,0
splacona_cz,16,763.38,2,200,57,mê¿czyzna,209,48,0
splacona_cz,13,1370,2,900,59,kobieta,74,48,11
odmowa,12,1700,0,900,19,mê¿czyzna,4,8,0
splacona,11,2080,3,500,53,mê¿czyzna,316,48,15
splacona_cz,98,3000,0,1500,57,mê¿czyzna,67,48,6
splacona_cz,11,3000,3,300,60,mê¿czyzna,210,48,0
splacona_cz,11,1373.34,0,200,30,kobieta,56,48,0
splacona_cz,17,1200,3,200,25,kobieta,163,17,1
splacona,16,685,1,300,52,kobieta,39,48,0
splacona_cz,13,850,2,400,66,kobieta,65,48,1
splacona_cz,12,1700,3,400,54,kobieta,53,0,0
splacona,17,990,3,500,50,kobieta,70,15,13
splacona_cz,11,2400,2,600,35,kobieta,111,48,6
windykacja,12,1030,0,296.54,34,mê¿czyzna,3,20,4954
splacona_cz,11,1900,2,903.23,36,kobieta,177,48,3
splacona_cz,16,1600,1,500,67,mê¿czyzna,10,48,0
splacona_cz,12,1447,3,500,29,kobieta,20,4,4
splacona_cz,13,810,3,300,60,kobieta,31,48,4
splacona_cz,11,2368.57,1,400,54,kobieta,408,48,6
splacona,11,1500,0,378,27,kobieta,22,48,9
splacona_cz,12,1375.47,0,300,45,mê¿czyzna,5,3,0
splacona,11,4900,1,500,50,kobieta,9,48,0
splacona,13,1017,3,200,68,kobieta,159,48,0
splacona,16,588,3,600,55,mê¿czyzna,420,48,0
windykacja,12,1136.86,1,200,28,mê¿czyzna,10,14,4954
splacona_cz,13,910,3,200,66,kobieta,68,48,0
odmowa,98,600,0,200,29,kobieta,3,48,0
splacona_cz,12,1634,1,300,22,kobieta,10,0,3
splacona,11,2500,2,900,47,mê¿czyzna,202,48,11
odmowa,16,1076.83,0,200,78,kobieta,135,48,0
splacona_cz,13,1216,3,200,66,kobieta,139,48,0
splacona_cz,13,1280,3,400,61,kobieta,15,48,0
splacona_cz,11,1300,0,600,54,kobieta,66,48,8
splacona_cz,11,2700,3,450,31,mê¿czyzna,13,48,18
splacona,13,1400,2,500,59,kobieta,52,48,1
splacona_cz,11,2050,3,575.74,32,mê¿czyzna,116,48,7
splacona_cz,16,1770,3,500,58,mê¿czyzna,87,48,0
splacona_cz,12,1865,0,300,31,kobieta,18,3,3
splacona,11,1888.27,2,382.44,29,mê¿czyzna,75,48,16
splacona_cz,12,1000,0,300,50,mê¿czyzna,41,21,0
splacona_cz,11,1721.7,3,385.97,54,kobieta,118,48,1
splacona_cz,13,1872,3,700,58,kobieta,33,48,3
splacona_cz,11,2709.34,3,330.68,35,kobieta,179,48,0
splacona_cz,13,1015,3,400,64,kobieta,107,48,2
splacona_cz,12,984.34,2,200,53,kobieta,16,4,0
splacona_cz,13,1239.98,0,300,78,kobieta,253,48,0
splacona_cz,13,1200.29,0,400,62,kobieta,20,48,0
odmowa,11,1183,0,500,39,kobieta,15,48,0
splacona,13,2113.24,2,200,64,kobieta,59,48,0
splacona_cz,11,2700,3,600,30,mê¿czyzna,62,48,0
splacona,13,1454.91,2,400,58,kobieta,40,48,0
splacona_cz,13,907,1,200,70,kobieta,232,48,1
windykacja_sp,13,1457,2,300,73,mê¿czyzna,77,48,293
splacona,11,1300,0,400,53,kobieta,32,48,12
splacona_cz,12,1963.88,2,400,44,mê¿czyzna,4,1,0
splacona_cz,11,1800,3,500,49,kobieta,51,48,2
odmowa,12,1356,0,500,53,kobieta,84,4,0
splacona_cz,11,1906.42,1,281.29,60,kobieta,210,48,0
odmowa,11,1300,0,300,24,kobieta,21,48,0
splacona_cz,13,1900,3,500,56,mê¿czyzna,148,48,0
splacona_cz,13,1050,3,600,61,kobieta,137,48,0
splacona_cz,98,4000,3,498.26,35,kobieta,17,48,2
splacona_cz,13,1820,3,900,61,kobieta,67,48,1
windykacja_sp,99,645.31,0,300,43,kobieta,9,3,418
splacona,13,1399.99,1,300,61,kobieta,13,48,1
splacona,13,1085,3,400,67,kobieta,164,48,0
splacona_cz,11,1730.13,1,400,56,kobieta,191,48,0
splacona,13,1650,0,300,59,kobieta,113,48,0
odmowa,12,1457,0,300,35,mê¿czyzna,5,2,0
splacona,11,1500,2,200,57,mê¿czyzna,393,48,294
splacona,11,1660,0,300,63,mê¿czyzna,48,48,6
splacona_cz,13,722.05,2,200,71,kobieta,195,48,0
splacona,11,2050,1,799.85,33,kobieta,27,48,11
windykacja_sp,12,988,0,200,54,mê¿czyzna,7,5,271
splacona_cz,12,1100,0,200,26,mê¿czyzna,31,28,0
splacona_cz,11,1443,3,600,43,kobieta,32,48,1
splacona_cz,17,728,3,200,27,mê¿czyzna,98,32,0
splacona_cz,11,2100,0,300,54,mê¿czyzna,36,48,3
splacona,13,1503,2,400,61,mê¿czyzna,164,48,13
splacona_cz,13,1362,3,500,61,kobieta,54,48,7
splacona_cz,13,1244.77,3,300,58,kobieta,37,48,1
splacona_cz,11,932.34,3,200,51,kobieta,393,48,0
splacona_cz,11,901,2,300,28,kobieta,38,48,0
splacona_cz,17,1100,1,200,56,kobieta,25,8,0
splacona,13,3040,3,667.26,65,mê¿czyzna,199,48,11
splacona_cz,11,2700,3,500,37,kobieta,119,48,0
splacona_cz,11,3100,3,500,32,kobieta,119,48,0
windykacja,11,3217,1,299.97,44,mê¿czyzna,268,48,4948
splacona,13,1125,1,300,65,kobieta,123,48,0
splacona_cz,13,2110,3,300,66,mê¿czyzna,99,48,0
splacona_cz,13,865,3,300,70,kobieta,126,48,3
splacona_cz,12,1300,2,300,26,kobieta,6,6,0
splacona_cz,16,1362,3,400,53,kobieta,27,48,0
splacona_cz,12,1500,2,300,22,kobieta,2,0,0
splacona_cz,13,1668,3,392.14,63,kobieta,89,48,2
splacona_cz,11,983.97,1,200,57,kobieta,76,48,4
splacona_cz,12,980,3,200,31,kobieta,8,2,3
splacona_cz,11,1700,2,500,36,kobieta,195,48,3
windykacja_sp,13,2015.55,1,600,69,mê¿czyzna,109,48,429
splacona,13,1217,0,200,65,mê¿czyzna,49,48,0
splacona,13,819,1,200,57,mê¿czyzna,55,48,0
windykacja,16,650.77,0,200,64,mê¿czyzna,46,48,4947
splacona_cz,12,2673.17,3,600,51,mê¿czyzna,110,48,13
splacona_cz,13,1107,1,231.29,60,kobieta,13,48,2
splacona_cz,13,2291,0,1000,69,kobieta,69,48,9
splacona,13,1400,3,600,59,kobieta,244,48,0
splacona_cz,16,634.64,2,300,57,kobieta,134,48,2
splacona_cz,98,911,3,300,46,kobieta,96,48,2
splacona_cz,11,992.84,3,300,49,kobieta,119,48,3
splacona_cz,11,1000,3,300,30,mê¿czyzna,55,48,2
splacona_cz,13,2000,3,450,68,mê¿czyzna,43,48,5
splacona,13,1180,0,300,74,mê¿czyzna,138,48,0
windykacja_sp,13,1175,1,400,65,kobieta,113,48,276
splacona_cz,11,2100,2,500,60,mê¿czyzna,185,48,1
splacona,12,1382,2,200,37,kobieta,19,4,0
splacona_cz,16,1072.89,3,300,55,kobieta,120,48,0
splacona,11,1037.34,3,200,41,kobieta,60,48,23
splacona_cz,98,2200,3,300,47,kobieta,23,48,0
odmowa,11,1896.86,0,500,56,mê¿czyzna,136,48,0
splacona_cz,11,1493.98,2,200,47,kobieta,359,48,0
windykacja,13,1062,0,400,66,kobieta,160,48,4945
splacona_cz,11,2670,3,1000,60,kobieta,86,48,11
splacona_cz,99,1100,0,200,53,kobieta,50,0,0
splacona_cz,13,1500,3,376.37,61,mê¿czyzna,21,48,1
windykacja,13,3100,0,600,64,mê¿czyzna,136,48,4945
odmowa,98,690,0,200,21,mê¿czyzna,6,48,0
splacona_cz,11,1344.9,2,246.83,45,kobieta,44,48,7
odmowa,98,583,0,300,58,mê¿czyzna,111,48,0
splacona_cz,16,1045,2,200,50,mê¿czyzna,197,48,0
splacona_cz,13,720,0,500,58,kobieta,230,48,2
splacona,13,1016,1,250,70,kobieta,187,48,0
splacona_cz,12,1032.34,3,200,31,kobieta,3,8,6
splacona_cz,11,967.64,2,200,48,kobieta,317,48,2
splacona,11,1800,2,600,39,kobieta,50,48,13
splacona_cz,13,580,3,800,56,kobieta,117,48,3
odmowa,12,1224,0,400,18,mê¿czyzna,3,1,0
odmowa,11,3619,0,300,37,mê¿czyzna,39,48,0
odmowa,16,436,0,200,23,kobieta,12,48,0
splacona_cz,12,1032,3,296.54,46,kobieta,36,4,1
splacona_cz,11,1577.42,0,400,50,kobieta,203,48,3
splacona_cz,16,1411,0,400,60,kobieta,64,48,5
splacona_cz,11,1460.17,0,200,55,mê¿czyzna,59,48,1
splacona_cz,11,2250.05,1,500,61,mê¿czyzna,174,48,11
splacona_cz,13,2066,3,700,61,kobieta,127,48,2
splacona_cz,11,3200,3,600,51,kobieta,52,48,2
splacona_cz,13,1658,3,300,59,kobieta,27,48,4
splacona_cz,11,1400,3,300,52,kobieta,159,48,0
splacona_cz,11,980.11,0,400,34,kobieta,43,48,0
splacona_cz,13,1900,3,500,62,kobieta,86,48,1
splacona_cz,16,980,3,400,68,kobieta,129,48,1
odmowa,12,1138,0,300,24,mê¿czyzna,0,24,0
splacona_cz,12,1540,0,600,33,kobieta,37,2,0
splacona_cz,12,1100,3,235.97,65,mê¿czyzna,20,16,7
odmowa,16,2600,0,200,74,mê¿czyzna,439,48,0
splacona,11,3335,3,600,56,mê¿czyzna,431,48,1
splacona_cz,13,815,0,400,67,kobieta,142,48,0
splacona_cz,13,1185.33,3,200,71,kobieta,222,48,4
splacona,12,1210,0,200,52,mê¿czyzna,5,4,10
splacona_cz,16,749.28,3,200,53,kobieta,63,48,0
odmowa,98,583,0,1000,50,mê¿czyzna,135,48,0
splacona_cz,13,930,0,670,63,kobieta,92,48,7
windykacja_sp,16,1528,1,300,58,mê¿czyzna,373,48,312
splacona_cz,17,547.89,0,350,56,kobieta,54,4,6
splacona_cz,13,1426,3,300,71,mê¿czyzna,75,48,0
splacona,13,1031,1,200,66,kobieta,119,48,0
splacona_cz,13,840,1,400,64,kobieta,111,48,7
splacona_cz,12,670,3,300,45,mê¿czyzna,7,4,1
splacona_cz,13,3700,3,800,62,kobieta,25,48,0
splacona_cz,13,1100,0,300,63,kobieta,103,48,0
splacona_cz,16,1473.04,0,400,65,mê¿czyzna,164,48,0
splacona_cz,13,1519,0,350,78,mê¿czyzna,253,48,0
splacona_cz,12,599.03,2,200,37,kobieta,18,0,2
splacona_cz,98,980,2,200,56,kobieta,9,48,0
splacona_cz,13,1026,3,200,74,kobieta,246,48,2
splacona_cz,13,975,3,218.32,61,kobieta,26,48,3
splacona_cz,11,2947,3,393.99,59,mê¿czyzna,52,48,0
odmowa,11,3200,0,1000,26,mê¿czyzna,3,48,0
splacona,11,1900,3,694,38,kobieta,207,48,12
splacona_cz,13,2100,0,300,72,kobieta,159,48,0
splacona_cz,12,1500,0,800,35,mê¿czyzna,32,3,4
splacona,16,1151,0,300,66,mê¿czyzna,360,48,0
splacona_cz,11,1770,3,277.34,39,kobieta,86,48,0
splacona_cz,13,1977,1,700,61,kobieta,54,48,3
splacona_cz,13,1287.66,2,200,63,mê¿czyzna,95,48,0
splacona_cz,11,900,3,300,46,kobieta,92,48,0
odmowa,11,2251.79,0,500,56,kobieta,254,48,0
splacona_cz,13,960,3,300,73,mê¿czyzna,139,48,1
odmowa,13,1413,0,400,75,kobieta,164,48,0
windykacja,12,1800,0,300,27,mê¿czyzna,34,27,4938
splacona,13,1083.23,1,200,58,kobieta,96,48,0
splacona_cz,13,3440,3,800,55,kobieta,50,48,1
splacona,98,3178,3,427.09,43,mê¿czyzna,200,48,11
splacona_cz,13,1772.53,0,400,71,mê¿czyzna,279,48,0
splacona_cz,13,803.86,3,200,68,kobieta,157,48,0
splacona_cz,13,1026,3,300,60,kobieta,54,48,23
splacona,13,1014,1,297.69,63,kobieta,182,48,11
splacona,13,1193.65,2,400,63,mê¿czyzna,8,48,0
splacona_cz,98,1200,3,285.97,38,kobieta,45,48,0
splacona_cz,12,1000,3,328.32,50,kobieta,31,3,0
splacona_cz,12,1000,3,328,60,mê¿czyzna,11,3,0
splacona_cz,11,1400,3,200,54,kobieta,116,48,0
windykacja,12,1286,0,200,18,mê¿czyzna,1,1,4938
splacona_cz,12,1300,3,600,29,mê¿czyzna,26,15,4
splacona_cz,17,798.8,3,300,54,mê¿czyzna,148,2,4
splacona_cz,13,917,1,300,63,kobieta,75,48,2
splacona,11,1087,2,377.69,40,kobieta,237,48,18
splacona_cz,11,2470,0,500,38,mê¿czyzna,65,48,3
splacona,13,1538,3,200,63,mê¿czyzna,100,48,8
splacona_cz,11,1300,3,300,39,mê¿czyzna,44,48,0
splacona_cz,13,1635,3,200,60,kobieta,119,48,1
splacona_cz,99,2290.55,0,300,42,kobieta,17,3,0
odmowa,11,1386,0,600,41,mê¿czyzna,16,48,0
splacona,13,1167.94,0,200,79,kobieta,368,48,0
splacona_cz,13,1233,2,400,63,kobieta,122,48,0
splacona,13,1530,0,500,64,mê¿czyzna,34,48,0
odmowa,11,2983,0,800,31,mê¿czyzna,87,48,0
splacona_cz,16,1313.41,3,400,62,mê¿czyzna,27,48,0
splacona,13,3900,0,300,59,mê¿czyzna,113,48,1
splacona,13,1525.46,3,521.49,62,kobieta,35,48,2
splacona_cz,13,1162,3,200,62,mê¿czyzna,220,48,0
windykacja,99,685,3,250,62,mê¿czyzna,4,0,4936
splacona_cz,13,1200,3,500,70,kobieta,118,48,1
splacona_cz,16,634,2,200,58,kobieta,50,48,0
splacona_cz,16,2300,4,800,55,kobieta,62,48,0
splacona_cz,12,1027,3,300,39,kobieta,8,48,3
splacona,13,5100,3,262.81,61,kobieta,27,48,0
splacona_cz,11,2800,3,400,54,kobieta,59,48,0
splacona_cz,11,3000,3,500,45,kobieta,92,48,3
splacona_cz,13,714,4,500,62,kobieta,221,48,1
splacona_cz,11,2875.71,3,1100,42,mê¿czyzna,277,48,6
splacona_cz,13,2120,3,600,68,kobieta,118,48,0
splacona_cz,13,1013.74,3,400,65,kobieta,112,48,0
splacona,13,984,2,200,61,kobieta,10,48,1
splacona,13,1425,1,400,60,kobieta,78,48,0
splacona_cz,13,720.19,1,200,67,kobieta,92,48,4
splacona_cz,12,1350,3,281.29,55,kobieta,21,3,1
splacona_cz,13,951,3,500,73,kobieta,161,48,4
splacona,98,2000,0,300,31,mê¿czyzna,13,48,0
splacona_cz,11,1500,2,400,58,kobieta,84,48,0
splacona,11,2200,0,700,33,kobieta,36,48,0
splacona_cz,13,866.46,0,200,73,kobieta,194,48,0
splacona,11,1400,0,473,33,kobieta,100,48,0
odmowa,13,1313,0,300,58,kobieta,36,48,0
odmowa,16,540,0,300,23,kobieta,13,48,0
splacona,11,2100,0,300,33,mê¿czyzna,63,48,67
splacona,12,1800,3,700,28,mê¿czyzna,10,0,7
splacona_cz,12,1009.34,2,300,55,kobieta,28,39,0
splacona_cz,12,1042,0,300,49,mê¿czyzna,4,0,1
odmowa,11,979.34,0,300,41,mê¿czyzna,188,48,0
splacona_cz,13,1428.55,3,200,66,kobieta,136,48,4
splacona_cz,13,1000,0,300,70,kobieta,63,48,0
splacona_cz,12,660,3,400,40,kobieta,11,27,2
splacona_cz,13,616,3,200,75,kobieta,245,48,6
splacona_cz,11,1600,3,496.83,31,kobieta,13,48,4
splacona_cz,13,1611,1,300,65,mê¿czyzna,140,48,0
splacona_cz,13,1684,3,367.31,61,kobieta,19,48,3
splacona,13,1500,3,200,58,kobieta,45,48,3
odmowa,13,974,0,200,43,mê¿czyzna,82,48,0
splacona_cz,16,1740,0,200,53,kobieta,113,48,1
odmowa,11,1037,0,500,46,kobieta,39,48,0
splacona_cz,11,3170,3,400,47,kobieta,284,48,0
splacona_cz,13,930,4,700,65,kobieta,130,48,0
splacona_cz,12,1574.45,2,426.66,47,mê¿czyzna,30,5,0
splacona_cz,13,640,0,500,72,kobieta,138,48,1
splacona_cz,13,1474.55,2,400,62,kobieta,64,48,0
splacona_cz,12,830.46,2,600,47,kobieta,44,27,4
splacona_cz,11,1261.98,3,357.31,40,mê¿czyzna,35,48,0
splacona_cz,13,1189,3,265.58,62,kobieta,69,48,0
splacona_cz,16,837,2,350,61,mê¿czyzna,230,48,0
splacona_cz,17,684,3,900,58,kobieta,189,20,0
splacona_cz,13,965,3,200,75,kobieta,244,48,1
splacona_cz,16,703,3,200,57,kobieta,25,48,8
splacona,99,750,3,200,19,mê¿czyzna,3,2,0
splacona_cz,12,1675,3,600,54,kobieta,8,3,0
splacona_cz,16,1045.6,4,400,54,kobieta,11,48,0
splacona_cz,13,1137.19,3,400,66,kobieta,95,48,0
splacona_cz,12,1200,3,300,35,kobieta,8,6,0
splacona_cz,12,990.34,2,200,46,kobieta,55,17,2
splacona_cz,11,2065.98,3,327,52,kobieta,178,48,1
splacona,11,800.51,0,400,38,kobieta,19,48,11
splacona_cz,11,5800,3,1000,47,kobieta,53,48,0
splacona_cz,13,1817.24,2,400,57,kobieta,17,48,1
splacona_cz,13,1239,3,300,77,kobieta,269,48,0
splacona_cz,12,1400,2,300,25,mê¿czyzna,11,21,1
splacona,16,763.38,3,200,57,mê¿czyzna,210,48,46
splacona_cz,13,997,3,300,61,kobieta,78,48,2
splacona,13,1801.41,0,515.96,58,kobieta,37,48,9
windykacja,12,1030,3,241.15,54,mê¿czyzna,8,16,4931
splacona_cz,13,3600,2,1000,57,mê¿czyzna,85,48,1
splacona_cz,11,1800,3,300,33,mê¿czyzna,164,48,1
splacona,11,1400,0,300,23,mê¿czyzna,24,48,0
splacona,11,2100,2,300,45,mê¿czyzna,49,48,11
splacona_cz,13,1212,3,500,60,kobieta,53,48,1
splacona,13,2098,3,700,75,mê¿czyzna,196,48,211
splacona_cz,12,600,4,400,47,mê¿czyzna,8,19,0
splacona,11,1400,3,200,49,mê¿czyzna,13,48,0
splacona_cz,11,3200,3,662.81,52,mê¿czyzna,188,48,0
splacona_cz,13,1000,3,500,60,kobieta,67,48,0
splacona_cz,13,730,2,200,72,kobieta,560,48,1
splacona_cz,13,802.83,3,200,65,kobieta,200,48,0
splacona,13,3541.9,1,369.53,72,kobieta,126,48,24
splacona_cz,11,1290,3,600,32,kobieta,18,48,2
splacona_cz,11,3000,4,300,60,mê¿czyzna,211,48,2
splacona,11,2284.23,1,400,43,mê¿czyzna,299,48,2
splacona_cz,16,959.6,3,200,69,kobieta,114,48,0
splacona_cz,11,1680,3,300,57,kobieta,384,48,2
splacona,11,1250,0,500,61,mê¿czyzna,64,48,16
odmowa,16,425,0,200,60,kobieta,160,48,0
splacona_cz,11,1000,3,800,60,mê¿czyzna,62,48,3
splacona_cz,11,1700,3,600,47,kobieta,88,48,6
splacona_cz,16,892,2,409.15,65,kobieta,200,48,0
splacona_cz,12,1050,2,294.37,52,kobieta,33,3,0
splacona_cz,13,1130,3,300,62,kobieta,102,48,0
splacona_cz,11,1172.2,3,300.4,56,kobieta,36,48,0
splacona,98,5000,2,600,41,kobieta,83,48,5
splacona_cz,11,1700,3,300,54,mê¿czyzna,38,48,1
splacona_cz,13,611,2,300,57,kobieta,138,48,1
splacona_cz,11,1320,3,500,53,mê¿czyzna,341,48,0
splacona_cz,11,2470,4,426.61,49,kobieta,353,48,0
splacona_cz,13,12220,2,200,57,mê¿czyzna,70,48,4
splacona_cz,11,4000,4,400,53,mê¿czyzna,9,48,0
odmowa,13,686.16,0,200,69,kobieta,76,48,0
splacona_cz,16,1132,0,300,64,kobieta,96,48,1
splacona_cz,17,985,4,200,20,mê¿czyzna,12,1,0
splacona,13,2010,2,717.02,64,mê¿czyzna,137,48,0
splacona_cz,11,2800,3,600,49,kobieta,318,48,1
splacona_cz,13,729.03,4,500,70,kobieta,256,48,0
windykacja,12,1500,0,1130.33,48,kobieta,13,13,4928
windykacja,12,700,3,250,40,mê¿czyzna,8,15,4928
splacona_cz,99,1393.85,2,200,29,mê¿czyzna,4,0,6
splacona_cz,13,860,0,789.27,63,kobieta,79,48,1
odmowa,11,1085.97,0,600,20,mê¿czyzna,2,48,0
splacona_cz,13,1688.82,2,300,46,mê¿czyzna,98,48,7
splacona,11,1617.68,2,200,52,kobieta,84,48,215
splacona_cz,13,2100,3,1000,73,kobieta,54,48,3
splacona,11,1058,0,300,35,mê¿czyzna,13,48,0
splacona_cz,13,1700,3,500,72,mê¿czyzna,13,48,3
splacona_cz,11,2927,2,454,38,kobieta,200,48,0
splacona,11,2200,0,500,35,mê¿czyzna,84,48,12
splacona_cz,11,1459,1,300,26,mê¿czyzna,8,48,6
splacona_cz,13,936,1,500,60,kobieta,30,48,0
splacona,13,2612,2,2500,72,mê¿czyzna,81,48,30
splacona_cz,13,1090.14,3,400,61,kobieta,74,48,2
splacona,16,1600,2,200,67,mê¿czyzna,11,48,0
splacona_cz,13,1026,4,200,74,kobieta,246,48,0
splacona,11,2011,0,416.61,52,mê¿czyzna,210,48,13
